;country;province;region_1;lat;lon
22287;US;California;Santa Lucia Highlands;0.0;0.0
22288;US;California;Edna Valley;0.0;0.0
22289;US;California;Oak Knoll District;0.0;0.0
22290;US;California;Paso Robles;0.0;0.0
22291;US;California;Adelaida District;0.0;0.0
22292;US;New York;North Fork of Long Island;43.0481221;-76.1474244
22293;US;California;Santa Ynez Valley;0.0;0.0
22294;US;California;Mendocino;0.0;0.0
22295;US;California;Santa Ynez Valley;0.0;0.0
22296;US;California;Malibu Coast;0.0;0.0
22297;France;Alsace;Alsace;48.5813647;7.7421809
22298;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
22299;France;Bordeaux;Cadillac Côtes de Bordeaux;44.7936698;-0.668297
22300;France;Bordeaux;Lalande de Pomerol;44.7936698;-0.668297
22301;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
22302;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
22303;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
22304;US;Oregon;Ribbon Ridge;0.0;0.0
22305;France;Alsace;Alsace;48.5813647;7.7421809
22306;Germany;Mosel;;31.4399019;-95.350778
22307;Spain;Northern Spain;Rioja;0.0;0.0
22308;US;Oregon;Rogue Valley;0.0;0.0
22309;Italy;Lombardy;Franciacorta;0.0;0.0
22310;Portugal;Obidos;;-1.6292632;-45.2368151
22311;Portugal;Alentejano;;-1.6292632;-45.2368151
22312;Portugal;Douro;;-1.6292632;-45.2368151
22313;France;Champagne;Champagne;48.5813647;7.7421809
22314;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
22315;US;Oregon;Dundee Hills;0.0;0.0
22316;Australia;South Australia;McLaren Vale;-34.7411213;138.6564373
22317;Australia;New South Wales;Hunter Valley;-31.95260295;152.55512735272188
22318;Spain;Northern Spain;Vino de la Tierra de Castilla y León;0.0;0.0
22319;US;Oregon;Willamette Valley;0.0;0.0
22320;US;Oregon;Willamette Valley;0.0;0.0
22321;Italy;Veneto;Valdobbiadene Prosecco Superiore;0.0;0.0
22322;Italy;Veneto;Valdobbiadene Superiore di Cartizze;0.0;0.0
22323;France;Champagne;Champagne;48.5813647;7.7421809
22324;US;Oregon;Willamette Valley;0.0;0.0
22325;US;California;Mendocino;0.0;0.0
22326;US;California;Russian River Valley;0.0;0.0
22327;Italy;Veneto;Prosecco;0.0;0.0
22328;Italy;Piedmont;Barolo;0.0;0.0
22329;US;California;Yountville;0.0;0.0
22330;France;Burgundy;Saint-Aubin;0.0;0.0
22331;US;California;Napa Valley;0.0;0.0
22332;US;California;Carneros;0.0;0.0
22333;France;Burgundy;Santenay;0.0;0.0
22334;France;Loire Valley;Vouvray;0.0;0.0
22335;Italy;Northeastern Italy;Trento;0.0;0.0
22336;US;California;Sonoma County;0.0;0.0
22337;US;California;Napa Valley;0.0;0.0
22338;Portugal;Port;;-1.6292632;-45.2368151
22339;US;California;Edna Valley;0.0;0.0
22340;France;Languedoc-Roussillon;Faugères;0.0;0.0
22341;US;California;Santa Lucia Highlands;0.0;0.0
22342;US;California;Dry Creek Valley;0.0;0.0
22343;US;California;Central Coast;0.0;0.0
22344;US;California;Howell Mountain;0.0;0.0
22345;US;California;Carneros;0.0;0.0
22346;US;California;Santa Cruz Mountains;0.0;0.0
22347;US;California;Mendocino;0.0;0.0
22348;France;Languedoc-Roussillon;Faugères;0.0;0.0
22349;France;Loire Valley;Sancerre;0.0;0.0
22350;US;California;St. Helena;0.0;0.0
22351;US;California;Livermore Valley;0.0;0.0
22352;Argentina;Mendoza Province;Mendoza;0.0;0.0
22353;France;Burgundy;Meursault;0.0;0.0
22354;France;Alsace;Alsace;48.5813647;7.7421809
22355;France;Alsace;Alsace;48.5813647;7.7421809
22356;France;Alsace;Alsace;48.5813647;7.7421809
22357;France;Alsace;Alsace;48.5813647;7.7421809
22358;US;California;Sta. Rita Hills;0.0;0.0
22359;US;California;Rutherford;0.0;0.0
22360;France;Alsace;Alsace;48.5813647;7.7421809
22361;France;Alsace;Alsace;48.5813647;7.7421809
22362;France;Champagne;Champagne;48.5813647;7.7421809
22363;France;Alsace;Alsace;48.5813647;7.7421809
22364;France;Alsace;Alsace;48.5813647;7.7421809
22365;US;Oregon;Dundee Hills;0.0;0.0
22366;US;California;Russian River Valley;0.0;0.0
22367;France;Champagne;Champagne;48.5813647;7.7421809
22368;US;California;Santa Lucia Highlands;0.0;0.0
22369;England;England;;52.1911849;-2.2206585
22370;US;California;Oakville;0.0;0.0
22371;Argentina;Mendoza Province;Mendoza;0.0;0.0
22372;Argentina;Mendoza Province;Mendoza;0.0;0.0
22373;France;Alsace;Alsace;48.5813647;7.7421809
22374;France;Alsace;Alsace;48.5813647;7.7421809
22375;US;Oregon;Eola-Amity Hills;0.0;0.0
22376;US;Oregon;Eola-Amity Hills;0.0;0.0
22377;US;California;Santa Cruz Mountains;0.0;0.0
22378;US;California;Russian River Valley;0.0;0.0
22379;US;California;Sonoma Coast;0.0;0.0
22380;France;Alsace;Alsace;48.5813647;7.7421809
22381;France;Alsace;Alsace;48.5813647;7.7421809
22382;France;Alsace;Alsace;48.5813647;7.7421809
22383;France;Alsace;Alsace;48.5813647;7.7421809
22384;Spain;Northern Spain;Ribera del Duero;0.0;0.0
22385;US;California;Edna Valley;0.0;0.0
22386;US;California;Howell Mountain;0.0;0.0
22387;Italy;Southern Italy;Costa d'Amalfi;0.0;0.0
22388;Croatia;Istria;;0.0;0.0
22389;France;Provence;Côtes de Provence;0.0;0.0
22390;US;California;Napa Valley;0.0;0.0
22391;US;New York;Finger Lakes;43.0481221;-76.1474244
22392;US;California;Russian River Valley;0.0;0.0
22393;US;California;Napa Valley;0.0;0.0
22394;Italy;Sicily & Sardinia;Terre Siciliane;32.1840381;-96.8847194
22395;US;California;Paso Robles;0.0;0.0
22396;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22397;Argentina;Mendoza Province;Mendoza;0.0;0.0
22398;Serbia;Fruška Gora;;40.1846282;21.9990312
22399;Italy;Southern Italy;Terre del Volturno;0.0;0.0
22400;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22401;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22402;France;Provence;Côtes de Provence;0.0;0.0
22403;France;Provence;Côtes de Provence;0.0;0.0
22404;US;Arizona;Cochise County;0.0;0.0
22405;US;New York;North Fork of Long Island;43.0481221;-76.1474244
22406;US;New York;North Fork of Long Island;43.0481221;-76.1474244
22407;US;Arizona;Cochise County;0.0;0.0
22408;France;Alsace;Crémant d'Alsace;48.5813647;7.7421809
22409;Italy;Southern Italy;Irpinia;0.0;0.0
22410;US;California;Napa Valley;0.0;0.0
22411;Spain;Andalucia;Málaga;0.0;0.0
22412;US;California;Russian River Valley;0.0;0.0
22413;US;Washington;Wahluke Slope;48.2627925;-124.24959706003952
22414;US;California;Sonoma Coast;0.0;0.0
22415;Austria;Mittelburgenland;;25.22539605;55.16431379427327
22416;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22417;US;California;Paso Robles;0.0;0.0
22418;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
22419;Australia;South Australia;Barossa Valley;-34.7411213;138.6564373
22420;US;California;California;0.0;0.0
22421;South Africa;Philadelphia;;-23.0379481;30.6493787
22422;France;Southwest France;Cahors;0.0;0.0
22423;France;Southwest France;Cahors;0.0;0.0
22424;Chile;Colchagua Valley;;7.308692;-61.8478915
22425;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22426;Austria;Burgenland;;25.22539605;55.16431379427327
22427;Portugal;Port;;-1.6292632;-45.2368151
22428;South Africa;Robertson;;-23.0379481;30.6493787
22429;Australia;South Australia;Barossa Valley;-34.7411213;138.6564373
22430;US;California;Paso Robles;0.0;0.0
22431;US;California;Alexander Valley;0.0;0.0
22432;US;California;Sta. Rita Hills;0.0;0.0
22433;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22434;US;California;Anderson Valley;0.0;0.0
22435;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
22436;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
22437;Portugal;Port;;-1.6292632;-45.2368151
22438;Italy;Tuscany;Chianti Classico;0.0;0.0
22439;New Zealand;Marlborough;;46.4099904;-62.313043
22440;Italy;Tuscany;Toscana;0.0;0.0
22441;France;Burgundy;Pommard;0.0;0.0
22442;France;Burgundy;Chablis;0.0;0.0
22443;US;California;California;0.0;0.0
22444;Italy;Tuscany;Colli della Toscana Centrale;0.0;0.0
22445;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22446;US;California;Santa Ynez Valley;0.0;0.0
22447;Italy;Tuscany;Chianti Classico;0.0;0.0
22448;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
22449;France;Burgundy;Ladoix;0.0;0.0
22450;US;California;Anderson Valley;0.0;0.0
22451;France;Burgundy;Chablis;0.0;0.0
22452;France;Burgundy;Santenay;0.0;0.0
22453;US;California;Anderson Valley;0.0;0.0
22454;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
22455;New Zealand;Marlborough;;46.4099904;-62.313043
22456;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
22457;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22458;US;Washington;Red Mountain;48.2627925;-124.24959706003952
22459;France;Burgundy;Rully;0.0;0.0
22460;Israel;Israel;;32.6307267;35.3488686
22461;US;Washington;Red Mountain;48.2627925;-124.24959706003952
22462;Israel;Galilee;;32.6307267;35.3488686
22463;Chile;Colchagua Valley;;7.308692;-61.8478915
22464;US;New York;Cayuga Lake;43.0481221;-76.1474244
22465;US;California;Santa Lucia Highlands;0.0;0.0
22466;US;Oregon;Willamette Valley;0.0;0.0
22467;Germany;Rheinhessen;;31.4399019;-95.350778
22468;Portugal;Tejo;;-1.6292632;-45.2368151
22469;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
22470;France;Bordeaux;Bordeaux;44.7936698;-0.668297
22471;France;Bordeaux;Médoc;44.7936698;-0.668297
22472;France;Bordeaux;Côtes de Bordeaux;44.7936698;-0.668297
22473;US;Oregon;Willamette Valley;0.0;0.0
22474;US;Idaho;;49.1009451;1.9672466
22475;Chile;Colchagua Valley;;7.308692;-61.8478915
22476;Chile;Colchagua Valley;;7.308692;-61.8478915
22477;US;California;Lodi;0.0;0.0
22478;France;France Other;Vin de France;0.0;0.0
22479;France;Burgundy;Bourgogne;0.0;0.0
22480;Portugal;Alentejano;;-1.6292632;-45.2368151
22481;US;California;Russian River Valley;0.0;0.0
22482;US;California;Arroyo Seco;0.0;0.0
22483;US;California;Monterey County;0.0;0.0
22484;Italy;Lombardy;Franciacorta;0.0;0.0
22485;US;Oregon;Willamette Valley;0.0;0.0
22486;US;California;Oakville;0.0;0.0
22487;US;California;Napa Valley;0.0;0.0
22488;US;California;California;0.0;0.0
22489;Italy;Lombardy;Franciacorta;0.0;0.0
22490;US;California;Russian River Valley;0.0;0.0
22491;US;California;Carmel Valley;0.0;0.0
22492;France;Alsace;Alsace;48.5813647;7.7421809
22493;France;Alsace;Alsace;48.5813647;7.7421809
22494;France;Alsace;Alsace;48.5813647;7.7421809
22495;US;California;Napa Valley;0.0;0.0
22496;Italy;Southern Italy;Greco di Tufo;0.0;0.0
22497;US;California;Sta. Rita Hills;0.0;0.0
22498;Germany;Pfalz;;31.4399019;-95.350778
22499;Germany;Pfalz;;31.4399019;-95.350778
22500;France;Burgundy;Aloxe-Corton;0.0;0.0
22501;US;California;Red Hills Lake County;0.0;0.0
22502;Germany;Rheingau;;31.4399019;-95.350778
22503;US;California;Santa Lucia Highlands;0.0;0.0
22504;US;Oregon;Dundee Hills;0.0;0.0
22505;US;California;Sonoma Mountain;0.0;0.0
22506;US;California;Santa Barbara County;0.0;0.0
22507;France;Burgundy;Beaune;0.0;0.0
22508;US;California;Edna Valley;0.0;0.0
22509;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
22510;US;Oregon;Willamette Valley;0.0;0.0
22511;France;Burgundy;Gevrey-Chambertin;0.0;0.0
22512;US;Oregon;Willamette Valley;0.0;0.0
22513;Germany;Rheingau;;31.4399019;-95.350778
22514;Germany;Baden;;31.4399019;-95.350778
22515;France;Burgundy;Vosne-Romanée;0.0;0.0
22516;US;California;Templeton Gap District;0.0;0.0
22517;US;Oregon;Willamette Valley;0.0;0.0
22518;US;California;Fort Ross-Seaview;0.0;0.0
22519;US;California;Santa Maria Valley;0.0;0.0
22520;France;Burgundy;Beaune;0.0;0.0
22521;France;Burgundy;Corton;0.0;0.0
22522;US;California;Arroyo Grande Valley;0.0;0.0
22523;US;California;California;0.0;0.0
22524;US;Oregon;Willamette Valley;0.0;0.0
22525;Italy;Central Italy;Montefalco Rosso;0.0;0.0
22526;France;Rhône Valley;Costières de Nîmes;0.0;0.0
22527;US;California;Edna Valley;0.0;0.0
22528;US;California;Paso Robles;0.0;0.0
22529;France;Rhône Valley;Costières de Nîmes;0.0;0.0
22530;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
22531;Germany;Mosel;;31.4399019;-95.350778
22532;Italy;Lombardy;Franciacorta;0.0;0.0
22533;Germany;Rheinhessen;;31.4399019;-95.350778
22534;US;California;Paso Robles;0.0;0.0
22535;US;California;Lodi;0.0;0.0
22536;Italy;Central Italy;Lambrusco di Sorbara;0.0;0.0
22537;US;Oregon;Columbia Gorge (OR);0.0;0.0
22538;Italy;Central Italy;Montefalco Sagrantino;0.0;0.0
22539;Italy;Tuscany;Rosso di Montalcino;0.0;0.0
22540;England;England;;52.1911849;-2.2206585
22541;France;Beaujolais;Beaujolais-Villages;0.0;0.0
22542;France;Alsace;Alsace;48.5813647;7.7421809
22543;France;Alsace;Alsace;48.5813647;7.7421809
22544;France;Alsace;Alsace;48.5813647;7.7421809
22545;France;Alsace;Alsace;48.5813647;7.7421809
22546;France;Alsace;Alsace;48.5813647;7.7421809
22547;France;Alsace;Alsace;48.5813647;7.7421809
22548;US;New York;Finger Lakes;43.0481221;-76.1474244
22549;US;California;Livermore Valley;0.0;0.0
22550;US;New York;Finger Lakes;43.0481221;-76.1474244
22551;France;Alsace;Alsace;48.5813647;7.7421809
22552;US;California;Napa Valley;0.0;0.0
22553;Chile;Aconcagua Costa;;7.308692;-61.8478915
22554;US;California;Sierra Foothills;0.0;0.0
22555;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22556;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22557;Portugal;Dão;;-1.6292632;-45.2368151
22558;US;California;Temecula Valley;0.0;0.0
22559;France;Alsace;Alsace;48.5813647;7.7421809
22560;US;New York;Finger Lakes;43.0481221;-76.1474244
22561;US;Washington;Rattlesnake Hills;48.2627925;-124.24959706003952
22562;US;California;Santa Ynez Valley;0.0;0.0
22563;US;California;Napa Valley;0.0;0.0
22564;Chile;Leyda Valley;;7.308692;-61.8478915
22565;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22566;US;California;Livermore Valley;0.0;0.0
22567;US;California;Napa Valley;0.0;0.0
22568;France;Alsace;Alsace;48.5813647;7.7421809
22569;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
22570;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
22571;New Zealand;Marlborough;;46.4099904;-62.313043
22572;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
22573;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
22574;US;New York;Finger Lakes;43.0481221;-76.1474244
22575;US;California;Sonoma Valley;0.0;0.0
22576;France;Burgundy;Mâcon-Villages;0.0;0.0
22577;US;California;Carneros;0.0;0.0
22578;US;California;South Coast;0.0;0.0
22579;Spain;Northern Spain;Rioja;0.0;0.0
22580;US;California;Lodi;0.0;0.0
22581;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22582;Spain;Northern Spain;Rioja;0.0;0.0
22583;France;Beaujolais;Beaujolais;0.0;0.0
22584;Portugal;Lisboa;;-1.6292632;-45.2368151
22585;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22586;US;California;Russian River Valley;0.0;0.0
22587;France;Beaujolais;Beaujolais;0.0;0.0
22588;New Zealand;Marlborough;;46.4099904;-62.313043
22589;New Zealand;Marlborough;;46.4099904;-62.313043
22590;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
22591;US;New York;Finger Lakes;43.0481221;-76.1474244
22592;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
22593;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
22594;Italy;Sicily & Sardinia;Marsala;32.1840381;-96.8847194
22595;Portugal;Dão;;-1.6292632;-45.2368151
22596;France;Beaujolais;Beaujolais;0.0;0.0
22597;France;Burgundy;Chablis;0.0;0.0
22598;Spain;Northern Spain;Ribera del Duero;0.0;0.0
22599;US;Oregon;Applegate Valley;0.0;0.0
22600;Portugal;Dão;;-1.6292632;-45.2368151
22601;US;Oregon;Oregon;0.0;0.0
22602;Italy;Southern Italy;Aglianico del Vulture;0.0;0.0
22603;Chile;Leyda Valley;;7.308692;-61.8478915
22604;US;California;Santa Maria Valley;0.0;0.0
22605;Italy;Central Italy;Romagna;0.0;0.0
22606;US;Washington;Red Mountain;48.2627925;-124.24959706003952
22607;Germany;Mosel;;31.4399019;-95.350778
22608;US;California;Santa Barbara County;0.0;0.0
22609;Italy;Sicily & Sardinia;Terre Siciliane;32.1840381;-96.8847194
22610;France;Champagne;Champagne;48.5813647;7.7421809
22611;Germany;Rheinhessen;;31.4399019;-95.350778
22612;France;Champagne;Champagne;48.5813647;7.7421809
22613;Portugal;Alentejano;;-1.6292632;-45.2368151
22614;France;Champagne;Champagne;48.5813647;7.7421809
22615;Australia;South Australia;McLaren Vale;-34.7411213;138.6564373
22616;Australia;South Australia;South Australia;-34.7411213;138.6564373
22617;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
22618;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
22619;US;Oregon;Chehalem Mountains;0.0;0.0
22620;France;Champagne;Champagne;48.5813647;7.7421809
22621;US;California;Paso Robles;0.0;0.0
22622;US;California;Paso Robles;0.0;0.0
22623;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
22624;Chile;Colchagua Valley;;7.308692;-61.8478915
22625;Italy;Central Italy;Orvieto Classico Superiore;0.0;0.0
22626;Portugal;Lisboa;;-1.6292632;-45.2368151
22627;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
22628;Italy;Central Italy;Sagrantino di Montefalco;0.0;0.0
22629;Austria;Weinviertel;;25.22539605;55.16431379427327
22630;US;Oregon;Willamette Valley;0.0;0.0
22631;US;California;Sonoma Coast;0.0;0.0
22632;Spain;Northern Spain;Rioja;0.0;0.0
22633;US;Oregon;Willamette Valley;0.0;0.0
22634;US;California;Santa Ynez Valley;0.0;0.0
22635;Italy;Central Italy;Umbria;0.0;0.0
22636;US;California;Sonoma County;0.0;0.0
22637;Italy;Central Italy;Umbria;0.0;0.0
22638;US;California;California;0.0;0.0
22639;US;California;Anderson Valley;0.0;0.0
22640;Italy;Central Italy;Umbria;0.0;0.0
22641;Austria;Burgenland;;25.22539605;55.16431379427327
22642;US;California;Santa Maria Valley;0.0;0.0
22643;US;California;Russian River Valley;0.0;0.0
22644;US;California;Russian River Valley;0.0;0.0
22645;Italy;Tuscany;Toscana;0.0;0.0
22646;US;Oregon;Chehalem Mountains;0.0;0.0
22647;Austria;Burgenland;;25.22539605;55.16431379427327
22648;Austria;Kamptal;;25.22539605;55.16431379427327
22649;US;California;Edna Valley;0.0;0.0
22650;Italy;Tuscany;Toscana;0.0;0.0
22651;Spain;Galicia;Rías Baixas;0.0;0.0
22652;France;Bordeaux;Bordeaux Blanc;44.7936698;-0.668297
22653;Argentina;Other;La Rioja;0.0;0.0
22654;US;California;Amador County;0.0;0.0
22655;Austria;Burgenland;;25.22539605;55.16431379427327
22656;Italy;Central Italy;Sagrantino di Montefalco;0.0;0.0
22657;France;Burgundy;Marsannay;0.0;0.0
22658;France;Alsace;Alsace;48.5813647;7.7421809
22659;France;Alsace;Alsace;48.5813647;7.7421809
22660;France;Alsace;Alsace;48.5813647;7.7421809
22661;US;Oregon;Eola-Amity Hills;0.0;0.0
22662;US;California;Shenandoah Valley (CA);0.0;0.0
22663;US;California;Shenandoah Valley (CA);0.0;0.0
22664;Chile;Aconcagua Costa;;7.308692;-61.8478915
22665;Italy;Southern Italy;Falanghina del Sannio;0.0;0.0
22666;US;California;Dry Creek Valley;0.0;0.0
22667;Germany;Rheinhessen;;31.4399019;-95.350778
22668;US;California;Paso Robles;0.0;0.0
22669;US;California;Napa Valley;0.0;0.0
22670;Spain;Catalonia;Cava;0.0;0.0
22671;Spain;Galicia;Rías Baixas;0.0;0.0
22672;US;California;Sierra Foothills;0.0;0.0
22673;Germany;Mosel;;31.4399019;-95.350778
22674;US;California;Napa Valley;0.0;0.0
22675;US;California;Alexander Valley;0.0;0.0
22676;US;California;Paso Robles Willow Creek District;0.0;0.0
22677;Spain;Northern Spain;Rioja;0.0;0.0
22678;US;California;Napa Valley;0.0;0.0
22679;Germany;Franken;;31.4399019;-95.350778
22680;US;California;Amador County;0.0;0.0
22681;US;Oregon;Willamette Valley;0.0;0.0
22682;Germany;Rheingau;;31.4399019;-95.350778
22683;US;California;Northern Sonoma;0.0;0.0
22684;US;California;Atlas Peak;0.0;0.0
22685;US;California;Santa Lucia Highlands;0.0;0.0
22686;US;California;Mendocino County;0.0;0.0
22687;Slovakia;Muzla;;0.0;0.0
22688;Australia;Australia Other;South Eastern Australia;0.0;0.0
22689;France;Loire Valley;Touraine;0.0;0.0
22690;US;California;Santa Barbara County;0.0;0.0
22691;France;Burgundy;Chablis;0.0;0.0
22692;Italy;Veneto;Marca Trevigiana;0.0;0.0
22693;Italy;Veneto;Colli di Conegliano;0.0;0.0
22694;Italy;Northeastern Italy;Delle Venezie;0.0;0.0
22695;Argentina;Mendoza Province;Mendoza;0.0;0.0
22696;Italy;Veneto;Rosso del Veronese;0.0;0.0
22697;France;Burgundy;Crémant de Bourgogne;0.0;0.0
22698;US;Washington;Washington;48.2627925;-124.24959706003952
22699;France;Burgundy;Santenay;0.0;0.0
22700;US;California;Sonoma Valley;0.0;0.0
22701;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
22702;US;California;Russian River Valley;0.0;0.0
22703;US;California;Los Carneros;0.0;0.0
22704;Italy;Northeastern Italy;Delle Venezie;0.0;0.0
22705;US;California;Sonoma Valley;0.0;0.0
22706;US;California;Sonoma Coast;0.0;0.0
22707;Italy;Veneto;Piave;0.0;0.0
22708;Italy;Northeastern Italy;Garda Classico;0.0;0.0
22709;France;Languedoc-Roussillon;Vin de Pays d'Oc;0.0;0.0
22710;France;Languedoc-Roussillon;Vin de Pays d'Oc;0.0;0.0
22711;Italy;Piedmont;Barbera d'Alba;0.0;0.0
22712;US;California;Napa Valley;0.0;0.0
22713;France;Alsace;Alsace;48.5813647;7.7421809
22714;France;Alsace;Alsace;48.5813647;7.7421809
22715;France;Champagne;Champagne;48.5813647;7.7421809
22716;France;Champagne;Champagne;48.5813647;7.7421809
22717;Italy;Veneto;Amarone della Valpolicella Classico;0.0;0.0
22718;France;Champagne;Champagne;48.5813647;7.7421809
22719;France;Champagne;Champagne;48.5813647;7.7421809
22720;US;California;Napa Valley;0.0;0.0
22721;US;California;Rutherford;0.0;0.0
22722;France;Champagne;Champagne;48.5813647;7.7421809
22723;France;Champagne;Champagne;48.5813647;7.7421809
22724;France;Champagne;Champagne;48.5813647;7.7421809
22725;France;Alsace;Alsace;48.5813647;7.7421809
22726;US;California;Carneros;0.0;0.0
22727;France;Champagne;Champagne;48.5813647;7.7421809
22728;France;Alsace;Alsace;48.5813647;7.7421809
22729;France;Alsace;Alsace;48.5813647;7.7421809
22730;Italy;Veneto;Amarone della Valpolicella Classico;0.0;0.0
22731;Italy;Veneto;Amarone della Valpolicella Classico;0.0;0.0
22732;US;California;Napa Valley;0.0;0.0
22733;US;California;California;0.0;0.0
22734;US;Oregon;Rogue Valley;0.0;0.0
22735;Chile;Casablanca Valley;;7.308692;-61.8478915
22736;France;Bordeaux;Bordeaux Blanc;44.7936698;-0.668297
22737;Italy;Tuscany;Chianti Classico;0.0;0.0
22738;US;Oregon;Applegate Valley;0.0;0.0
22739;US;California;Napa Valley;0.0;0.0
22740;US;California;Russian River Valley;0.0;0.0
22741;US;California;Napa Valley;0.0;0.0
22742;Chile;Maipo Valley;;7.308692;-61.8478915
22743;US;Oregon;Rogue Valley;0.0;0.0
22744;US;Oregon;Oregon;0.0;0.0
22745;US;Oregon;Applegate Valley;0.0;0.0
22746;France;Loire Valley;Pouilly-Fumé;0.0;0.0
22747;New Zealand;Waipara;;46.4099904;-62.313043
22748;US;Oregon;Willamette Valley;0.0;0.0
22749;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
22750;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
22751;New Zealand;Marlborough;;46.4099904;-62.313043
22752;New Zealand;Marlborough;;46.4099904;-62.313043
22753;US;Oregon;Oregon;0.0;0.0
22754;US;Oregon;Oregon;0.0;0.0
22755;Italy;Tuscany;Chianti;0.0;0.0
22756;Italy;Tuscany;Chianti Classico;0.0;0.0
22757;US;California;Napa Valley;0.0;0.0
22758;New Zealand;Waipara;;46.4099904;-62.313043
22759;US;Oregon;Oregon;0.0;0.0
22760;US;Oregon;Willamette Valley;0.0;0.0
22761;US;Oregon;Rogue Valley;0.0;0.0
22762;US;California;Monterey;0.0;0.0
22763;Italy;Veneto;Soave Classico;0.0;0.0
22764;Portugal;Alentejo;;-1.6292632;-45.2368151
22765;US;California;Santa Barbara County;0.0;0.0
22766;Italy;Northeastern Italy;Alto Adige;0.0;0.0
22767;Portugal;Douro;;-1.6292632;-45.2368151
22768;Italy;Northeastern Italy;Alto Adige;0.0;0.0
22769;US;California;San Antonio Valley;0.0;0.0
22770;US;California;Contra Costa County;0.0;0.0
22771;Chile;Itata Valley;;7.308692;-61.8478915
22772;US;Oregon;Rogue Valley;0.0;0.0
22773;France;Loire Valley;Muscadet Sèvre et Maine;0.0;0.0
22774;France;Beaujolais;Fleurie;0.0;0.0
22775;Portugal;Alentejano;;-1.6292632;-45.2368151
22776;Portugal;Alentejo;;-1.6292632;-45.2368151
22777;Italy;Veneto;Soave Classico;0.0;0.0
22778;US;California;Green Valley;0.0;0.0
22779;US;California;Ballard Canyon;0.0;0.0
22780;Germany;Rheinhessen;;31.4399019;-95.350778
22781;Portugal;Palmela;;-1.6292632;-45.2368151
22782;Portugal;Vinho Verde;;-1.6292632;-45.2368151
22783;US;California;Diamond Mountain District;0.0;0.0
22784;Italy;Southern Italy;Greco di Tufo;0.0;0.0
22785;US;California;Napa Valley;0.0;0.0
22786;US;California;Russian River Valley;0.0;0.0
22787;US;Oregon;Willamette Valley;0.0;0.0
22788;US;California;Green Valley;0.0;0.0
22789;France;Loire Valley;Muscadet Sèvre et Maine;0.0;0.0
22790;Portugal;Dão;;-1.6292632;-45.2368151
22791;Portugal;Douro;;-1.6292632;-45.2368151
22792;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
22793;Spain;Northern Spain;Rioja;0.0;0.0
22794;Austria;Kamptal;;25.22539605;55.16431379427327
22795;New Zealand;Marlborough;;46.4099904;-62.313043
22796;Austria;Niederösterreich;;25.22539605;55.16431379427327
22797;Italy;Tuscany;Chianti Colli Aretini;0.0;0.0
22798;US;New York;North Fork of Long Island;43.0481221;-76.1474244
22799;Austria;Burgenland;;25.22539605;55.16431379427327
